program_id,month,year,plan_value,actual_value,status
78,jul,2026,3,3,completed
78,aug,2026,3,3,completed
78,sep,2026,3,3,completed
78,oct,2026,3,3,completed
78,nov,2026,3,3,completed
78,dec,2026,3,0,pending
79,jan,2026,0,0,pending
79,feb,2026,0,0,pending
79,mar,2026,0,0,pending
79,apr,2026,1,1,completed
79,may,2026,0,0,pending
79,jun,2026,0,0,pending
79,jul,2026,0,0,pending
79,aug,2026,1,1,completed
79,sep,2026,0,0,pending
79,oct,2026,0,0,pending
79,nov,2026,1,1,completed
79,dec,2026,0,0,pending
80,jan,2026,0,0,pending
80,feb,2026,0,0,pending
80,mar,2026,1,1,completed
80,apr,2026,0,0,pending
80,may,2026,0,0,pending
80,jun,2026,0,0,pending
80,jul,2026,1,1,completed
80,aug,2026,0,0,pending
80,sep,2026,0,0,pending
80,oct,2026,0,0,pending
80,nov,2026,1,1,completed
80,dec,2026,0,0,pending
81,jan,2026,3,3,completed
81,feb,2026,0,0,pending
81,mar,2026,0,0,pending
81,apr,2026,0,0,pending
81,may,2026,1,1,completed
81,jun,2026,0,0,pending
81,jul,2026,0,0,pending
81,aug,2026,0,1,pending
81,sep,2026,0,0,pending
81,oct,2026,0,0,pending
81,nov,2026,0,0,pending
81,dec,2026,0,0,pending
82,jan,2026,0,0,pending
82,feb,2026,0,0,pending
82,mar,2026,0,0,pending
82,apr,2026,0,0,pending
82,may,2026,0,0,pending
82,jun,2026,0,0,pending
82,jul,2026,0,0,pending
82,aug,2026,1,1,completed
82,sep,2026,0,0,pending
82,oct,2026,0,0,pending
82,nov,2026,0,0,pending
82,dec,2026,0,0,pending
83,jan,2026,1,1,completed
83,feb,2026,0,0,pending
83,mar,2026,0,1,pending
83,apr,2026,1,1,completed
83,may,2026,1,1,completed
83,jun,2026,0,0,pending
83,jul,2026,0,0,pending
83,aug,2026,0,1,pending
83,sep,2026,0,0,pending
83,oct,2026,0,1,pending
83,nov,2026,0,0,pending
83,dec,2026,0,0,pending
84,jan,2026,0,0,pending
84,feb,2026,0,0,pending
84,mar,2026,0,0,pending
84,apr,2026,0,0,pending
84,may,2026,0,0,pending
84,jun,2026,0,0,pending
84,jul,2026,0,0,pending
84,aug,2026,0,0,pending
84,sep,2026,0,0,pending
84,oct,2026,0,0,pending
84,nov,2026,0,0,pending
84,dec,2026,0,0,pending
85,jan,2026,0,0,pending
85,feb,2026,0,0,pending
85,mar,2026,0,0,pending
85,apr,2026,0,0,pending
85,may,2026,0,0,pending
85,jun,2026,0,0,pending
85,jul,2026,1,1,completed
85,aug,2026,0,0,pending
85,sep,2026,0,1,pending
85,oct,2026,0,1,pending
85,nov,2026,0,0,pending
85,dec,2026,0,0,pending
86,jan,2026,0,0,pending
86,feb,2026,1,1,completed
86,mar,2026,0,0,pending
86,apr,2026,0,0,pending
86,may,2026,0,0,pending
86,jun,2026,1,1,completed
86,jul,2026,0,0,pending
86,aug,2026,0,0,pending
86,sep,2026,0,0,pending
86,oct,2026,0,0,pending
86,nov,2026,0,0,pending
86,dec,2026,1,0,pending
87,jan,2026,1,1,completed
87,feb,2026,0,0,pending
87,mar,2026,0,1,pending
87,apr,2026,1,1,completed
87,may,2026,0,0,pending
87,jun,2026,0,0,pending
87,jul,2026,0,0,pending
87,aug,2026,0,1,pending
87,sep,2026,0,0,pending
87,oct,2026,1,1,completed
87,nov,2026,0,0,pending
87,dec,2026,0,0,pending
88,jan,2026,0,0,pending
88,feb,2026,0,0,pending
88,mar,2026,0,0,pending
88,apr,2026,0,0,pending
88,may,2026,0,0,pending
88,jun,2026,1,1,completed
88,jul,2026,0,0,pending
88,aug,2026,1,1,completed
88,sep,2026,1,1,completed
88,oct,2026,0,0,pending
88,nov,2026,0,0,pending
88,dec,2026,0,0,pending
89,jan,2026,0,0,pending
89,feb,2026,1,1,completed
89,mar,2026,0,1,pending
89,apr,2026,0,0,pending
89,may,2026,0,0,pending
89,jun,2026,0,0,pending
89,jul,2026,1,1,completed
89,aug,2026,0,0,pending
89,sep,2026,0,0,pending
89,oct,2026,0,0,pending
89,nov,2026,1,1,completed
89,dec,2026,0,0,pending
90,jan,2026,1,1,completed
90,feb,2026,1,1,completed
90,mar,2026,1,1,completed
90,apr,2026,0,0,pending
90,may,2026,0,0,pending
90,jun,2026,0,0,pending
90,jul,2026,0,0,pending
90,aug,2026,0,0,pending
90,sep,2026,0,0,pending
90,oct,2026,0,0,pending
90,nov,2026,0,0,pending
90,dec,2026,0,0,pending
91,jan,2026,0,0,pending
91,feb,2026,0,0,pending
91,mar,2026,1,1,completed
91,apr,2026,0,0,pending
91,may,2026,0,0,pending
91,jun,2026,0,0,pending
91,jul,2026,0,0,pending
91,aug,2026,0,0,pending
91,sep,2026,0,0,pending
91,oct,2026,0,0,pending
91,nov,2026,0,0,pending
91,dec,2026,0,0,pending
92,jan,2026,0,0,pending
92,feb,2026,0,0,pending
92,mar,2026,1,1,completed
92,apr,2026,0,0,pending
92,may,2026,0,0,pending
92,jun,2026,0,0,pending
92,jul,2026,0,1,pending
92,aug,2026,0,0,pending
92,sep,2026,0,0,pending
92,oct,2026,0,0,pending
92,nov,2026,0,0,pending
92,dec,2026,0,0,pending
93,jan,2026,0,0,pending
93,feb,2026,3,3,completed
93,mar,2026,0,3,pending
93,apr,2026,0,0,pending
93,may,2026,0,0,pending
93,jun,2026,0,0,pending
93,jul,2026,0,0,pending
93,aug,2026,0,0,pending
93,sep,2026,0,0,pending
93,oct,2026,0,0,pending
93,nov,2026,0,0,pending
93,dec,2026,0,0,pending
94,jan,2026,3,3,completed
94,feb,2026,3,3,completed
94,mar,2026,3,3,completed
94,apr,2026,3,3,completed
94,may,2026,3,3,completed
94,jun,2026,3,3,completed
94,jul,2026,3,3,completed
94,aug,2026,3,3,completed
94,sep,2026,3,3,completed
94,oct,2026,3,3,completed
94,nov,2026,3,3,completed
94,dec,2026,3,0,pending
95,jan,2026,0,0,pending
95,feb,2026,1,1,completed
95,mar,2026,0,0,pending
95,apr,2026,0,0,pending
95,may,2026,1,1,completed
95,jun,2026,0,0,pending
95,jul,2026,0,0,pending
95,aug,2026,1,1,completed
95,sep,2026,0,0,pending
95,oct,2026,0,0,pending
95,nov,2026,1,1,completed
95,dec,2026,0,0,pending
96,jan,2026,1,2,completed
96,feb,2026,1,3,completed
96,mar,2026,1,3,completed
96,apr,2026,1,3,completed
96,may,2026,1,1,completed
96,jun,2026,1,1,completed
96,jul,2026,1,1,completed
96,aug,2026,1,2,completed
96,sep,2026,1,1,completed
96,oct,2026,1,1,completed
96,nov,2026,1,1,completed
96,dec,2026,1,0,pending
97,jan,2026,1,1,completed
97,feb,2026,0,0,pending
97,mar,2026,0,0,pending
97,apr,2026,0,0,pending
97,may,2026,0,0,pending
97,jun,2026,0,0,pending
97,jul,2026,1,1,completed
97,aug,2026,0,0,pending
97,sep,2026,0,0,pending
97,oct,2026,0,0,pending
97,nov,2026,0,0,pending
97,dec,2026,0,0,pending
98,jan,2026,3,3,completed
98,feb,2026,3,3,completed
98,mar,2026,3,3,completed
98,apr,2026,3,3,completed
98,may,2026,3,3,completed
98,jun,2026,3,3,completed
98,jul,2026,3,3,completed
98,aug,2026,3,3,completed
98,sep,2026,3,3,completed
98,oct,2026,3,3,completed
98,nov,2026,3,3,completed
98,dec,2026,3,0,pending
99,jan,2026,0,0,pending
99,feb,2026,0,0,pending
99,mar,2026,0,0,pending
99,apr,2026,0,0,pending
99,may,2026,0,0,pending
99,jun,2026,1,1,completed
99,jul,2026,0,0,pending
99,aug,2026,0,0,pending
99,sep,2026,0,0,pending
99,oct,2026,0,0,pending
99,nov,2026,0,0,pending
99,dec,2026,0,0,pending
100,jan,2026,0,0,pending
100,feb,2026,0,0,pending
100,mar,2026,0,0,pending
100,apr,2026,0,0,pending
100,may,2026,0,0,pending
100,jun,2026,0,0,pending
100,jul,2026,3,3,completed
100,aug,2026,0,0,pending
100,sep,2026,0,0,pending
100,oct,2026,0,0,pending
100,nov,2026,0,0,pending
100,dec,2026,0,0,pending
101,jan,2026,0,0,pending
101,feb,2026,0,0,pending
101,mar,2026,0,0,pending
101,apr,2026,0,0,pending
101,may,2026,0,0,pending
101,jun,2026,0,0,pending
101,jul,2026,1,1,completed
101,aug,2026,1,1,completed
101,sep,2026,0,0,pending
101,oct,2026,0,0,pending
101,nov,2026,0,0,pending
101,dec,2026,1,0,pending
102,jan,2026,0,0,pending
102,feb,2026,0,0,pending
102,mar,2026,0,0,pending
102,apr,2026,0,0,pending
102,may,2026,0,0,pending
102,jun,2026,0,0,pending
102,jul,2026,1,1,completed
102,aug,2026,1,1,completed
102,sep,2026,0,0,pending
102,oct,2026,1,1,completed
102,nov,2026,0,0,pending
102,dec,2026,0,0,pending
103,jan,2026,0,0,pending
103,feb,2026,0,0,pending
103,mar,2026,1,1,completed
103,apr,2026,0,0,pending
103,may,2026,0,0,pending
103,jun,2026,0,0,pending
103,jul,2026,1,1,completed
103,aug,2026,0,0,pending
103,sep,2026,0,0,pending
103,oct,2026,0,0,pending
103,nov,2026,1,1,completed
103,dec,2026,0,0,pending
104,jan,2026,3,3,completed
104,feb,2026,3,3,completed
104,mar,2026,3,3,completed
104,apr,2026,3,3,completed
104,may,2026,3,3,completed
104,jun,2026,3,3,completed
104,jul,2026,3,3,completed
104,aug,2026,3,3,completed
104,sep,2026,3,3,completed
104,oct,2026,3,3,completed
104,nov,2026,3,3,completed
104,dec,2026,3,0,pending
105,jan,2026,0,0,pending
105,feb,2026,0,0,pending
105,mar,2026,0,0,pending
105,apr,2026,0,0,pending
105,may,2026,0,0,pending
105,jun,2026,3,3,completed
105,jul,2026,0,0,pending
105,aug,2026,0,0,pending
105,sep,2026,0,0,pending
105,oct,2026,0,0,pending
105,nov,2026,0,0,pending
105,dec,2026,3,0,pending
106,jan,2026,0,0,pending
106,feb,2026,0,0,pending
106,mar,2026,0,0,pending
106,apr,2026,0,0,pending
106,may,2026,0,0,pending
106,jun,2026,1,1,completed
106,jul,2026,0,0,pending
106,aug,2026,0,0,pending
106,sep,2026,0,0,pending
106,oct,2026,0,0,pending
106,nov,2026,1,1,completed
106,dec,2026,0,0,pending
107,jan,2026,0,0,pending
107,feb,2026,0,0,pending
107,mar,2026,0,0,pending
107,apr,2026,0,0,pending
107,may,2026,0,0,pending
107,jun,2026,3,3,completed
107,jul,2026,0,0,pending
107,aug,2026,0,0,pending
107,sep,2026,0,0,pending
107,oct,2026,0,0,pending
107,nov,2026,0,0,pending
107,dec,2026,0,0,pending
108,jan,2026,0,0,pending
108,feb,2026,0,0,pending
108,mar,2026,0,0,pending
108,apr,2026,0,0,pending
108,may,2026,0,0,pending
108,jun,2026,0,0,pending
108,jul,2026,0,0,pending
108,aug,2026,1,1,completed
108,sep,2026,0,0,pending
108,oct,2026,0,0,pending
108,nov,2026,0,0,pending
108,dec,2026,0,0,pending
109,jan,2026,0,0,pending
109,feb,2026,1,1,completed
109,mar,2026,1,1,completed
109,apr,2026,0,0,pending
109,may,2026,0,0,pending
109,jun,2026,0,0,pending
109,jul,2026,0,0,pending
109,aug,2026,0,0,pending
109,sep,2026,0,0,pending
109,oct,2026,0,0,pending
109,nov,2026,0,0,pending
109,dec,2026,0,0,pending
110,jan,2026,0,0,pending
110,feb,2026,0,0,pending
110,mar,2026,0,0,pending
110,apr,2026,1,1,completed
110,may,2026,0,0,pending
110,jun,2026,0,0,pending
110,jul,2026,0,0,pending
110,aug,2026,0,0,pending
110,sep,2026,0,0,pending
110,oct,2026,0,0,pending
110,nov,2026,0,0,pending
110,dec,2026,0,0,pending
111,jan,2026,0,0,pending
111,feb,2026,1,1,completed
111,mar,2026,0,0,pending
111,apr,2026,0,0,pending
111,may,2026,0,0,pending
111,jun,2026,0,0,pending
111,jul,2026,0,0,pending
111,aug,2026,0,0,pending
111,sep,2026,0,0,pending
111,oct,2026,0,0,pending
111,nov,2026,0,0,pending
111,dec,2026,0,0,pending
112,jan,2026,0,0,pending
112,feb,2026,0,0,pending
112,mar,2026,2,2,completed
112,apr,2026,0,0,pending
112,may,2026,0,0,pending
112,jun,2026,0,0,pending
112,jul,2026,0,0,pending
112,aug,2026,0,0,pending
112,sep,2026,0,0,pending
112,oct,2026,0,0,pending
112,nov,2026,0,0,pending
112,dec,2026,0,0,pending
113,jan,2026,0,0,pending
113,feb,2026,0,0,pending
113,mar,2026,0,0,pending
113,apr,2026,0,0,pending
113,may,2026,0,0,pending
113,jun,2026,0,0,pending
113,jul,2026,0,0,pending
113,aug,2026,0,0,pending
113,sep,2026,0,0,pending
113,oct,2026,0,0,pending
113,nov,2026,0,0,pending
113,dec,2026,0,0,pending
114,jan,2026,4,4,completed
114,feb,2026,4,4,completed
114,mar,2026,4,4,completed
114,apr,2026,4,4,completed
114,may,2026,4,4,completed
114,jun,2026,4,4,completed
114,jul,2026,4,4,completed
114,aug,2026,4,4,completed
114,sep,2026,4,4,completed
114,oct,2026,4,4,completed
114,nov,2026,4,0,pending
114,dec,2026,4,0,pending
115,jan,2026,0,0,pending
115,feb,2026,0,0,pending
115,mar,2026,0,0,pending
115,apr,2026,0,0,pending
115,may,2026,0,0,pending
115,jun,2026,0,0,pending
115,jul,2026,1,1,completed
115,aug,2026,1,1,completed
115,sep,2026,0,0,pending
115,oct,2026,0,0,pending
115,nov,2026,0,0,pending
115,dec,2026,0,0,pending
116,jan,2026,2,3,completed
116,feb,2026,2,2,completed
116,mar,2026,2,2,completed
116,apr,2026,2,2,completed
116,may,2026,2,2,completed
116,jun,2026,2,2,completed
116,jul,2026,2,2,completed
116,aug,2026,2,2,completed
116,sep,2026,2,2,completed
116,oct,2026,2,2,completed
116,nov,2026,2,2,completed
116,dec,2026,2,0,pending
117,jan,2026,0,0,pending
117,feb,2026,0,0,pending
117,mar,2026,0,0,pending
117,apr,2026,0,0,pending
117,may,2026,0,0,pending
117,jun,2026,0,0,pending
117,jul,2026,0,0,pending
117,aug,2026,0,0,pending
117,sep,2026,0,0,pending
117,oct,2026,1,1,completed
117,nov,2026,0,0,pending
117,dec,2026,0,0,pending
118,jan,2026,1,1,completed
118,feb,2026,1,1,completed
118,mar,2026,1,1,completed
118,apr,2026,1,2,completed
118,may,2026,1,1,completed
118,jun,2026,1,1,completed
118,jul,2026,1,1,completed
118,aug,2026,1,1,completed
118,sep,2026,1,1,completed
118,oct,2026,1,1,completed
118,nov,2026,1,1,completed
118,dec,2026,1,0,pending
119,jan,2026,1,1,completed
119,feb,2026,0,1,pending
119,mar,2026,0,1,pending
119,apr,2026,1,1,completed
119,may,2026,0,0,pending
119,jun,2026,0,0,pending
119,jul,2026,1,1,completed
119,aug,2026,0,0,pending
119,sep,2026,0,1,pending
119,oct,2026,1,1,completed
119,nov,2026,0,0,pending
119,dec,2026,0,0,pending
120,jan,2026,1,1,completed
120,feb,2026,0,1,pending
120,mar,2026,0,1,pending
120,apr,2026,1,1,completed
120,may,2026,0,0,pending
120,jun,2026,0,0,pending
120,jul,2026,1,1,completed
120,aug,2026,0,0,pending
120,sep,2026,0,1,pending
120,oct,2026,1,1,completed
120,nov,2026,0,1,pending
120,dec,2026,0,0,pending
121,jan,2026,2,2,completed
121,feb,2026,2,3,completed
121,mar,2026,2,2,completed
121,apr,2026,2,2,completed
121,may,2026,2,2,completed
121,jun,2026,2,2,completed
121,jul,2026,2,2,completed
121,aug,2026,2,2,completed
121,sep,2026,2,2,completed
121,oct,2026,2,2,completed
121,nov,2026,2,2,completed
121,dec,2026,2,0,pending
122,jan,2026,3,3,completed
122,feb,2026,3,3,completed
122,mar,2026,3,3,completed
122,apr,2026,3,3,completed
122,may,2026,3,3,completed
122,jun,2026,3,3,completed
122,jul,2026,3,3,completed
122,aug,2026,3,3,completed
122,sep,2026,3,3,completed
122,oct,2026,3,3,completed
122,nov,2026,3,3,completed
122,dec,2026,3,0,pending
123,jan,2026,1,2,completed
123,feb,2026,1,3,completed
123,mar,2026,1,3,completed
123,apr,2026,1,2,completed
123,may,2026,1,2,completed
123,jun,2026,1,2,completed
123,jul,2026,1,2,completed
123,aug,2026,1,2,completed
123,sep,2026,1,1,completed
123,oct,2026,1,1,completed
123,nov,2026,1,1,completed
123,dec,2026,1,0,pending
124,jan,2026,1,3,completed
124,feb,2026,0,3,pending
124,mar,2026,0,4,pending
124,apr,2026,1,1,completed
124,may,2026,0,1,pending
124,jun,2026,0,1,pending
124,jul,2026,1,2,completed
124,aug,2026,0,2,pending
124,sep,2026,0,1,pending
124,oct,2026,1,2,completed
124,nov,2026,0,2,pending
124,dec,2026,0,0,pending
125,jan,2026,1,1,completed
125,feb,2026,0,1,pending
125,mar,2026,0,1,pending
125,apr,2026,0,1,pending
125,may,2026,1,1,completed
125,jun,2026,0,1,pending
125,jul,2026,0,0,pending
125,aug,2026,0,1,pending
125,sep,2026,1,1,completed
125,oct,2026,0,1,pending
125,nov,2026,0,2,pending
125,dec,2026,0,0,pending
126,jan,2026,1,1,completed
126,feb,2026,1,1,completed
126,mar,2026,1,1,completed
126,apr,2026,1,1,completed
126,may,2026,1,1,completed
126,jun,2026,1,1,completed
126,jul,2026,1,1,completed
126,aug,2026,1,1,completed
126,sep,2026,1,1,completed
126,oct,2026,1,1,completed
126,nov,2026,1,1,completed
126,dec,2026,1,0,pending
127,jan,2026,1,1,completed
127,feb,2026,1,1,completed
127,mar,2026,1,1,completed
127,apr,2026,1,1,completed
127,may,2026,1,1,completed
127,jun,2026,1,1,completed
127,jul,2026,1,1,completed
127,aug,2026,1,1,completed
127,sep,2026,1,1,completed
127,oct,2026,1,1,completed
127,nov,2026,1,1,completed
127,dec,2026,1,0,pending
128,jan,2026,0,0,pending
128,feb,2026,0,0,pending
128,mar,2026,0,0,pending
128,apr,2026,0,0,pending
128,may,2026,0,0,pending
128,jun,2026,0,0,pending
128,jul,2026,0,0,pending
128,aug,2026,1,1,completed
128,sep,2026,0,1,pending
128,oct,2026,0,0,pending
128,nov,2026,0,0,pending
128,dec,2026,0,0,pending
129,jan,2026,0,0,pending
129,feb,2026,0,0,pending
129,mar,2026,0,0,pending
129,apr,2026,0,0,pending
129,may,2026,1,1,completed
129,jun,2026,0,0,pending
129,jul,2026,0,1,pending
129,aug,2026,0,0,pending
129,sep,2026,0,0,pending
129,oct,2026,0,0,pending
129,nov,2026,0,0,pending
129,dec,2026,0,0,pending
130,jan,2026,0,0,pending
130,feb,2026,0,0,pending
130,mar,2026,0,0,pending
130,apr,2026,0,0,pending
130,may,2026,0,0,pending
130,jun,2026,0,0,pending
130,jul,2026,0,0,pending
130,aug,2026,1,1,completed
130,sep,2026,0,0,pending
130,oct,2026,0,0,pending
130,nov,2026,0,0,pending
130,dec,2026,0,0,pending
131,jan,2026,3,3,completed
131,feb,2026,3,3,completed
131,mar,2026,3,3,completed
131,apr,2026,3,3,completed
131,may,2026,3,3,completed
131,jun,2026,3,3,completed
131,jul,2026,3,3,completed
131,aug,2026,3,3,completed
131,sep,2026,3,3,completed
131,oct,2026,3,3,completed
131,nov,2026,3,3,completed
131,dec,2026,3,0,pending
132,jan,2026,3,3,completed
132,feb,2026,0,0,pending
132,mar,2026,0,0,pending
132,apr,2026,3,3,completed
132,may,2026,0,0,pending
132,jun,2026,0,0,pending
132,jul,2026,3,3,completed
132,aug,2026,0,0,pending
132,sep,2026,0,0,pending
132,oct,2026,3,3,completed
132,nov,2026,0,0,pending
132,dec,2026,0,0,pending
133,jan,2026,3,3,completed
133,feb,2026,3,3,completed
133,mar,2026,3,3,completed
133,apr,2026,3,3,completed
133,may,2026,3,3,completed
133,jun,2026,3,3,completed
133,jul,2026,3,3,completed
133,aug,2026,3,3,completed
133,sep,2026,3,3,completed
133,oct,2026,3,3,completed
133,nov,2026,3,3,completed
133,dec,2026,3,0,pending
134,jan,2026,3,3,completed
134,feb,2026,3,3,completed
134,mar,2026,3,4,completed
134,apr,2026,3,3,completed
134,may,2026,3,3,completed
134,jun,2026,3,3,completed
134,jul,2026,3,3,completed
134,aug,2026,3,3,completed
134,sep,2026,3,3,completed
134,oct,2026,3,3,completed
134,nov,2026,3,3,completed
134,dec,2026,3,0,pending
135,jan,2026,0,0,pending
135,feb,2026,0,0,pending
135,mar,2026,0,0,pending
135,apr,2026,1,1,completed
135,may,2026,0,0,pending
135,jun,2026,0,0,pending
135,jul,2026,0,0,pending
135,aug,2026,1,1,completed
135,sep,2026,0,0,pending
135,oct,2026,0,0,pending
135,nov,2026,1,1,completed
135,dec,2026,0,0,pending
136,jan,2026,0,0,pending
136,feb,2026,0,0,pending
136,mar,2026,1,1,completed
136,apr,2026,0,0,pending
136,may,2026,0,0,pending
136,jun,2026,0,0,pending
136,jul,2026,1,1,completed
136,aug,2026,0,0,pending
136,sep,2026,0,0,pending
136,oct,2026,0,0,pending
136,nov,2026,1,1,completed
136,dec,2026,0,0,pending
137,jan,2026,3,3,completed
137,feb,2026,0,0,pending
137,mar,2026,0,0,pending
137,apr,2026,0,0,pending
137,may,2026,1,1,completed
137,jun,2026,0,0,pending
137,jul,2026,0,0,pending
137,aug,2026,0,1,pending
137,sep,2026,0,0,pending
137,oct,2026,0,0,pending
137,nov,2026,0,0,pending
137,dec,2026,0,0,pending
138,jan,2026,0,0,pending
138,feb,2026,0,0,pending
138,mar,2026,0,0,pending
138,apr,2026,0,0,pending
138,may,2026,0,0,pending
138,jun,2026,0,0,pending
138,jul,2026,0,0,pending
138,aug,2026,1,1,completed
138,sep,2026,0,0,pending
138,oct,2026,0,0,pending
138,nov,2026,0,0,pending
138,dec,2026,0,0,pending
139,jan,2026,1,1,completed
139,feb,2026,0,0,pending
139,mar,2026,0,1,pending
139,apr,2026,1,1,completed
139,may,2026,1,1,completed
139,jun,2026,0,0,pending
139,jul,2026,0,0,pending
139,aug,2026,0,1,pending
139,sep,2026,0,0,pending
139,oct,2026,0,1,pending
139,nov,2026,0,0,pending
139,dec,2026,0,0,pending
140,jan,2026,0,0,pending
140,feb,2026,0,0,pending
140,mar,2026,0,0,pending
140,apr,2026,0,0,pending
140,may,2026,0,0,pending
140,jun,2026,0,0,pending
140,jul,2026,0,0,pending
140,aug,2026,0,0,pending
140,sep,2026,0,0,pending
140,oct,2026,0,0,pending
140,nov,2026,0,0,pending
140,dec,2026,0,0,pending
141,jan,2026,0,0,pending
141,feb,2026,0,0,pending
141,mar,2026,0,0,pending
141,apr,2026,0,0,pending
141,may,2026,0,0,pending
141,jun,2026,0,0,pending
141,jul,2026,1,1,completed
141,aug,2026,0,0,pending
141,sep,2026,0,1,pending
141,oct,2026,0,1,pending
141,nov,2026,0,0,pending
141,dec,2026,0,0,pending
142,jan,2026,0,0,pending
142,feb,2026,1,1,completed
142,mar,2026,0,0,pending
142,apr,2026,0,0,pending
142,may,2026,0,0,pending
142,jun,2026,1,1,completed
142,jul,2026,0,0,pending
142,aug,2026,0,0,pending
142,sep,2026,0,0,pending
142,oct,2026,0,0,pending
142,nov,2026,0,0,pending
142,dec,2026,1,0,pending
143,jan,2026,1,1,completed
143,feb,2026,0,0,pending
143,mar,2026,0,1,pending
143,apr,2026,1,1,completed
143,may,2026,0,0,pending
143,jun,2026,0,0,pending
143,jul,2026,0,0,pending
143,aug,2026,0,1,pending
143,sep,2026,0,0,pending
143,oct,2026,1,1,completed
143,nov,2026,0,0,pending
143,dec,2026,0,0,pending
144,jan,2026,0,0,pending
144,feb,2026,0,0,pending
144,mar,2026,0,0,pending
144,apr,2026,0,0,pending
144,may,2026,0,0,pending
144,jun,2026,1,1,completed
144,jul,2026,0,0,pending
144,aug,2026,1,1,completed
144,sep,2026,1,1,completed
144,oct,2026,0,0,pending
144,nov,2026,0,0,pending
144,dec,2026,0,0,pending
145,jan,2026,0,0,pending
145,feb,2026,1,1,completed
145,mar,2026,0,1,pending
145,apr,2026,0,0,pending
145,may,2026,0,0,pending
145,jun,2026,0,0,pending
145,jul,2026,1,1,completed
145,aug,2026,0,0,pending
145,sep,2026,0,0,pending
145,oct,2026,0,0,pending
145,nov,2026,1,1,completed
145,dec,2026,0,0,pending
146,jan,2026,1,1,completed
146,feb,2026,1,1,completed
146,mar,2026,1,1,completed
146,apr,2026,0,0,pending
146,may,2026,0,0,pending
146,jun,2026,0,0,pending
146,jul,2026,0,0,pending
146,aug,2026,0,0,pending
146,sep,2026,0,0,pending
146,oct,2026,0,0,pending
146,nov,2026,0,0,pending
146,dec,2026,0,0,pending
147,jan,2026,0,0,pending
147,feb,2026,0,0,pending
147,mar,2026,1,1,completed
147,apr,2026,0,0,pending
147,may,2026,0,0,pending
147,jun,2026,0,0,pending
147,jul,2026,0,0,pending
147,aug,2026,0,0,pending
147,sep,2026,0,0,pending
147,oct,2026,0,0,pending
147,nov,2026,0,0,pending
147,dec,2026,0,0,pending
148,jan,2026,0,0,pending
148,feb,2026,0,0,pending
148,mar,2026,1,1,completed
148,apr,2026,0,0,pending
148,may,2026,0,0,pending
148,jun,2026,0,0,pending
148,jul,2026,0,1,pending
148,aug,2026,0,0,pending
148,sep,2026,0,0,pending
148,oct,2026,0,0,pending
148,nov,2026,0,0,pending
148,dec,2026,0,0,pending
149,jan,2026,0,0,pending
149,feb,2026,3,3,completed
149,mar,2026,0,3,pending
149,apr,2026,0,0,pending
149,may,2026,0,0,pending
149,jun,2026,0,0,pending
149,jul,2026,0,0,pending
149,aug,2026,0,0,pending
149,sep,2026,0,0,pending
149,oct,2026,0,0,pending
149,nov,2026,0,0,pending
149,dec,2026,0,0,pending
150,jan,2026,3,3,completed
150,feb,2026,3,3,completed
150,mar,2026,3,3,completed
150,apr,2026,3,3,completed
150,may,2026,3,3,completed
150,jun,2026,3,3,completed
150,jul,2026,3,3,completed
150,aug,2026,3,3,completed
150,sep,2026,3,3,completed
150,oct,2026,3,3,completed
150,nov,2026,3,3,completed
150,dec,2026,3,0,pending
151,jan,2026,0,0,pending
151,feb,2026,1,1,completed
151,mar,2026,0,0,pending
151,apr,2026,0,0,pending
151,may,2026,1,1,completed
151,jun,2026,0,0,pending
151,jul,2026,0,0,pending
151,aug,2026,1,1,completed
151,sep,2026,0,0,pending
151,oct,2026,0,0,pending
151,nov,2026,1,1,completed
151,dec,2026,0,0,pending
152,jan,2026,1,2,completed
152,feb,2026,1,3,completed
152,mar,2026,1,3,completed
152,apr,2026,1,3,completed
152,may,2026,1,1,completed
152,jun,2026,1,1,completed
152,jul,2026,1,1,completed
152,aug,2026,1,2,completed
152,sep,2026,1,1,completed
152,oct,2026,1,1,completed
152,nov,2026,1,1,completed
152,dec,2026,1,0,pending
153,jan,2026,1,1,completed
153,feb,2026,0,0,pending
153,mar,2026,0,0,pending
153,apr,2026,0,0,pending
153,may,2026,0,0,pending
153,jun,2026,0,0,pending
153,jul,2026,1,1,completed
153,aug,2026,0,0,pending
153,sep,2026,0,0,pending
153,oct,2026,0,0,pending
153,nov,2026,0,0,pending
153,dec,2026,0,0,pending
154,jan,2026,3,3,completed
154,feb,2026,3,3,completed
154,mar,2026,3,3,completed
154,apr,2026,3,3,completed
154,may,2026,3,3,completed
154,jun,2026,3,3,completed
154,jul,2026,3,3,completed
154,aug,2026,3,3,completed
154,sep,2026,3,3,completed
154,oct,2026,3,3,completed
154,nov,2026,3,3,completed
154,dec,2026,3,0,pending
155,jan,2026,0,0,pending
155,feb,2026,0,0,pending
155,mar,2026,0,0,pending
155,apr,2026,0,0,pending
155,may,2026,0,0,pending
155,jun,2026,1,1,completed
155,jul,2026,0,0,pending
155,aug,2026,0,0,pending
155,sep,2026,0,0,pending
155,oct,2026,0,0,pending
155,nov,2026,0,0,pending
155,dec,2026,0,0,pending
156,jan,2026,0,0,pending
156,feb,2026,0,0,pending
156,mar,2026,0,0,pending
156,apr,2026,0,0,pending
156,may,2026,0,0,pending
156,jun,2026,0,0,pending
156,jul,2026,3,3,completed
